student_id,avg_percentage,best_score,worst_score,first_score,latest_score,tests_attempted,performance_band,improvement,name,ability_level,attendance_category,risk_level,intervention_required
RN1107,41.61,68.18,13.73,41.51,47.37,49,Needs Support,5.86,Vidya Dutta,Average,Poor,High Risk,Yes
RN0841,41.8,68.89,13.33,32.08,35.85,47,Needs Support,3.77,Tanvi Mallya,Average,Poor,High Risk,Yes
RN0472,41.96,72.22,11.11,37.74,55.26,46,Needs Support,17.53,Sumit Murthy,Average,Poor,High Risk,Yes
RN1907,42.04,66.07,12.82,32.08,57.89,48,Needs Support,25.82,Saanvi Rai,Average,Poor,High Risk,Yes
RN0734,42.35,74.07,12.5,37.74,31.58,50,Needs Support,-6.16,Vidya Chatterjee,Average,Poor,High Risk,Yes
RN1035,42.52,68.18,18.64,39.62,39.47,49,Needs Support,-0.15,Bhavna Banerjee,Average,Poor,High Risk,Yes
RN1011,42.71,68.42,17.65,50.94,42.11,47,Needs Support,-8.84,Lakshmi Dutta,Average,Poor,High Risk,Yes
RN0387,42.84,73.47,19.15,39.62,67.92,42,Needs Support,28.3,Khushi Kulkarni,Average,Poor,High Risk,Yes
RN1427,42.99,75.0,19.61,37.74,36.84,48,Needs Support,-0.89,Monika Sharma,Average,Poor,High Risk,Yes
RN1236,43.2,68.18,15.09,32.08,31.58,46,Needs Support,-0.5,Brijesh Joshi,Average,Poor,High Risk,Yes
RN1854,43.2,80.0,10.91,50.94,39.47,50,Needs Support,-11.47,Abhishek Pradhan,Average,Poor,High Risk,Yes
RN1910,43.31,78.05,7.69,30.19,42.11,49,Needs Support,11.92,Amita Sharma,Average,Poor,High Risk,Yes
RN0417,43.56,76.74,15.0,49.06,42.11,46,Needs Support,-6.95,Inder Dhillon,Average,Poor,High Risk,Yes
RN0920,43.91,68.25,7.89,39.62,34.21,49,Needs Support,-5.41,Isha Dutta,Average,Poor,High Risk,Yes
RN1870,43.91,70.59,8.7,45.28,31.58,49,Needs Support,-13.7,Zara Kumar,Average,Poor,High Risk,Yes
RN1820,44.0,72.09,6.38,52.83,60.53,50,Needs Support,7.7,Manish Hegde,Average,Poor,High Risk,Yes
RN0956,44.06,68.09,18.52,54.72,52.63,48,Needs Support,-2.09,Aniruddh Choudhury,Average,Poor,High Risk,Yes
RN1891,44.07,84.44,8.47,52.83,47.37,48,Needs Support,-5.46,Kapil Roy,Average,Poor,High Risk,Yes
RN0310,44.18,75.0,12.77,41.51,47.37,49,Needs Support,5.86,Rashmi Mehra,Average,Poor,High Risk,Yes
RN2000,44.19,65.96,23.08,47.17,50.0,49,Needs Support,2.83,Girish Menon,Average,Poor,High Risk,Yes
RN0211,44.28,75.0,11.32,43.4,44.74,50,Needs Support,1.34,Pallavi Pai,Average,Poor,High Risk,Yes
RN0405,44.4,73.33,9.26,64.15,39.47,48,Needs Support,-24.68,Vivek Banerjee,Average,Poor,High Risk,Yes
RN0497,44.54,76.92,14.89,64.15,34.21,48,Needs Support,-29.94,Uma Reddy,Average,Poor,High Risk,Yes
RN0298,44.62,71.7,17.02,71.7,57.89,50,Needs Support,-13.8,Pari Sodhi,Average,Poor,High Risk,Yes
RN1737,44.84,73.58,24.56,73.58,50.0,49,Needs Support,-23.58,Gauri Menon,Average,Poor,High Risk,Yes
RN0747,45.09,86.05,20.51,45.28,31.58,48,Needs Support,-13.7,Suman Deshmukh,Average,Poor,High Risk,Yes
RN0777,45.19,72.55,15.69,43.4,34.21,50,Needs Support,-9.19,Vandana Joshi,Average,Poor,High Risk,Yes
RN0655,45.21,85.19,17.95,37.74,47.37,50,Needs Support,9.63,Dilip Murthy,Average,Poor,High Risk,Yes
RN1649,45.21,74.36,14.29,23.4,26.32,47,Needs Support,2.91,Manish Gupta,Average,Poor,High Risk,Yes
RN0738,45.31,76.6,20.0,43.4,21.05,48,Needs Support,-22.34,Chandan Sodhi,Average,Poor,High Risk,Yes
RN1476,45.39,75.0,20.45,60.38,39.47,49,Needs Support,-20.9,Dhruv Pradhan,Average,Poor,High Risk,Yes
RN1402,45.56,81.4,14.89,56.6,52.63,45,Needs Support,-3.97,Kajal Joshi,Average,Poor,High Risk,Yes
RN1494,45.57,75.0,16.36,66.04,26.32,49,Needs Support,-39.72,Tarun Sharma,Average,Poor,High Risk,Yes
RN0592,46.01,70.21,13.56,56.6,57.89,45,Needs Support,1.29,Vandana Pradhan,Average,Poor,High Risk,Yes
RN1557,46.17,68.85,15.91,62.26,44.74,49,Needs Support,-17.53,Charu Joshi,Average,Poor,High Risk,Yes
RN0543,46.23,79.49,21.28,62.26,44.74,48,Needs Support,-17.53,Harish Gupta,Average,Poor,High Risk,Yes
RN1750,46.23,71.11,20.41,41.51,47.37,50,Needs Support,5.86,Radhika Gill,Average,Poor,High Risk,Yes
RN1863,46.29,81.48,17.02,60.38,65.79,48,Needs Support,5.41,Alka Kamath,Average,Poor,High Risk,Yes
RN1911,46.34,75.0,11.54,43.4,44.74,46,Needs Support,1.34,Sandeep Mehta,Average,Poor,High Risk,Yes
RN0524,46.47,88.1,25.49,48.94,42.11,48,Needs Support,-6.83,Hemant Bhat,Average,Poor,High Risk,Yes
RN1912,46.48,80.39,14.55,52.83,55.26,49,Needs Support,2.43,Amit Chawla,Average,Poor,High Risk,Yes
RN1028,46.52,74.51,24.07,67.92,44.74,47,Needs Support,-23.19,Tejas Mishra,Average,Poor,High Risk,Yes
RN0957,46.66,70.59,17.65,35.85,44.74,45,Needs Support,8.89,Manoj Kumar,Average,Poor,High Risk,Yes
RN0990,46.73,80.0,19.05,37.74,52.63,47,Needs Support,14.9,Raman Gowda,Average,Poor,High Risk,Yes
RN0950,46.77,77.97,14.89,37.74,23.68,49,Needs Support,-14.05,Amit Mishra,Average,Poor,High Risk,Yes
RN0558,46.81,78.95,12.77,60.38,47.37,47,Needs Support,-13.01,Jatin Nayak,Average,Poor,High Risk,Yes
RN1367,46.88,66.04,15.69,66.04,50.0,49,Needs Support,-16.04,Yashaswini Kapoor,Average,Poor,High Risk,Yes
RN1440,46.97,83.33,22.22,62.26,60.53,50,Needs Support,-1.74,Nidhi Kamath,Average,Poor,High Risk,Yes
RN1288,46.98,77.27,20.0,39.62,44.74,50,Needs Support,5.11,Satish Joshi,Average,Poor,High Risk,Yes
RN0983,47.05,79.49,17.86,43.4,63.16,48,Needs Support,19.76,Nidhi Ray,Average,Poor,High Risk,Yes
RN0629,47.1,71.93,13.56,54.72,50.0,49,Needs Support,-4.72,Lakshmi Pillai,Average,Poor,High Risk,Yes
RN1269,47.2,79.07,20.37,50.94,39.47,48,Needs Support,-11.47,Charu Chawla,Average,Poor,High Risk,Yes
RN0744,47.3,79.49,15.79,37.74,15.79,48,Needs Support,-21.95,Suresh Mehta,Average,Poor,High Risk,Yes
RN0743,47.36,79.25,12.82,58.49,68.42,47,Needs Support,9.93,Payal Dhillon,Average,Poor,High Risk,Yes
RN0705,47.38,74.51,19.64,54.72,60.53,48,Needs Support,5.81,Diya Grover,Average,Poor,High Risk,Yes
RN1340,47.6,72.73,15.56,50.94,50.0,49,Needs Support,-0.94,Gayatri Pandey,Average,Poor,High Risk,Yes
RN1727,47.62,73.91,18.75,41.51,47.37,48,Needs Support,5.86,Dhruv Alva,Average,Poor,High Risk,Yes
RN1518,47.92,81.97,23.4,28.3,39.47,47,Needs Support,11.17,Satish Rai,Average,Poor,High Risk,Yes
RN0084,47.97,77.78,13.46,50.94,71.05,48,Needs Support,20.11,Gauri Mehra,Average,Poor,High Risk,Yes
RN0842,48.05,80.0,17.95,43.4,57.89,48,Needs Support,14.5,Manav Deshmukh,Average,Poor,High Risk,Yes
RN0315,48.43,78.72,20.51,54.72,31.58,50,Needs Support,-23.14,Inder Gupta,Average,Poor,High Risk,Yes
RN0929,48.67,74.58,17.02,45.28,42.11,49,Needs Support,-3.18,Pallavi Chawla,Average,Poor,High Risk,Yes
RN1763,48.67,76.19,18.52,45.28,65.79,49,Needs Support,20.51,Nitin Jain,Average,Poor,High Risk,Yes
RN1087,48.76,78.26,15.91,47.17,42.11,49,Needs Support,-5.06,Aditya Bhat,Average,Poor,High Risk,Yes
RN0032,49.49,79.07,18.18,67.92,60.53,48,Needs Support,-7.4,Yashaswini Dhillon,Average,Poor,High Risk,Yes
RN0349,50.0,73.77,17.65,33.96,52.63,47,Average,18.67,Uma Prasad,Average,Average,Low Risk,No
RN1310,50.01,75.51,25.0,56.6,68.42,46,Average,11.82,Pranav Gupta,Average,Average,Low Risk,No
RN0899,50.02,84.75,28.21,50.94,65.79,49,Average,14.85,Amit Sodhi,Average,Average,Low Risk,No
RN0540,50.11,80.39,20.34,49.06,55.26,48,Average,6.21,Arunima Roy,Average,Average,Low Risk,No
RN1111,50.14,78.18,27.66,46.81,28.95,49,Average,-17.86,Vandana Hegde,Average,Average,Low Risk,No
RN0007,50.15,70.91,15.38,60.38,60.53,48,Average,0.15,Piyush Nair,Average,Good,Low Risk,No
RN0500,50.16,87.8,25.53,47.17,55.26,49,Average,8.09,Heena Pandey,Average,Average,Low Risk,No
RN1646,50.2,73.08,27.91,67.92,68.42,50,Average,0.5,Zara Dutta,Average,Average,Low Risk,No
RN0079,50.24,83.72,25.42,49.06,52.63,47,Average,3.57,Abha Pillai,Average,Average,Low Risk,No
RN0984,50.27,80.39,19.15,54.72,65.79,50,Average,11.07,Nidhi Mallya,Average,Average,Low Risk,No
RN1796,50.28,80.0,25.4,75.47,50.0,49,Average,-25.47,Naveen Hedge,Average,Average,Low Risk,No
RN1553,50.32,78.43,21.82,75.47,55.26,49,Average,-20.21,Aanchal Pradhan,Average,Average,Low Risk,No
RN1416,50.37,83.64,24.53,49.06,68.42,49,Average,19.36,Aditi Mehra,Average,Average,Low Risk,No
RN1782,50.45,83.72,25.49,56.6,39.47,47,Average,-17.13,Pooja Prabhu,Average,Average,Low Risk,No
RN1173,50.47,82.93,26.32,45.28,52.63,47,Average,7.35,Monika Dutta,Average,Good,Low Risk,No
RN1329,50.5,82.61,13.73,69.81,73.68,48,Average,3.87,Abhishek Das,Average,Average,Low Risk,No
RN0122,50.53,84.44,20.51,73.58,68.42,49,Average,-5.16,Ipshita Nayak,Average,Good,Low Risk,No
RN0390,50.53,77.55,20.37,62.26,31.58,46,Average,-30.69,Sneha Tiwari,Average,Average,Low Risk,No
RN1720,50.56,75.0,28.85,48.94,65.79,47,Average,16.85,Ganesh Khanna,Average,Good,Low Risk,No
RN0954,50.58,80.0,21.82,47.17,63.16,48,Average,15.99,Kriti Hedge,Average,Good,Low Risk,No
RN0105,50.66,77.78,23.08,50.94,42.11,47,Average,-8.84,Chetan Mukherjee,Average,Average,Low Risk,No
RN1724,50.73,75.0,27.66,52.83,57.89,48,Average,5.06,Mohit Chawla,Average,Average,Low Risk,No
RN1069,50.89,75.0,16.36,51.06,39.47,48,Average,-11.59,Ananya Prabhu,Average,Good,Low Risk,No
RN0026,50.91,80.0,10.26,73.58,55.26,49,Average,-18.32,Umesh Rai,Average,Good,Low Risk,No
RN0952,50.91,80.0,18.52,45.28,50.0,48,Average,4.72,Gaurav Prasad,Average,Good,Low Risk,No
RN1384,50.92,90.48,19.23,41.51,52.63,45,Average,11.12,Rohan Verma,Average,Good,Low Risk,No
RN1152,50.93,80.33,22.03,24.53,47.37,49,Average,22.84,Vineet Reddy,Average,Good,Low Risk,No
RN0085,50.99,80.49,28.3,54.72,28.3,48,Average,-26.42,Suman Gill,Average,Average,Low Risk,No
RN0224,51.03,91.8,22.73,35.85,65.79,48,Average,29.94,Radhika Dutta,Average,Average,Low Risk,No
RN0600,51.03,79.49,25.53,69.81,55.26,49,Average,-14.55,Om Tiwari,Average,Average,Low Risk,No
RN0779,51.05,75.56,15.87,60.38,47.37,49,Average,-13.01,Yashaswini Shenoy,Average,Average,Low Risk,No
RN0323,51.06,82.5,22.22,62.26,60.53,48,Average,-1.74,Monika Gupta,Average,Average,Low Risk,No
RN1002,51.06,79.17,25.53,47.17,50.94,44,Average,3.77,Rashmi Tiwari,Average,Average,Low Risk,No
RN1764,51.08,79.49,15.56,79.25,50.0,50,Average,-29.25,Gayatri Kamath,Average,Average,Low Risk,No
RN1509,51.1,84.09,19.05,30.19,63.16,50,Average,32.97,Tushar Singh,Average,Average,Low Risk,No
RN0227,51.16,80.0,25.0,62.26,31.58,50,Average,-30.69,Brijesh Gill,Average,Average,Low Risk,No
RN1901,51.21,78.57,19.15,49.06,55.26,50,Average,6.21,Tanvi Rao,Average,Average,Low Risk,No
RN0904,51.26,87.27,19.23,45.28,57.89,50,Average,12.61,Dev Mallya,Average,Average,Low Risk,No
RN0701,51.28,73.58,24.07,73.58,52.63,48,Average,-20.95,Tarun Patel,Average,Average,Low Risk,No
RN1364,51.31,86.79,23.4,86.79,60.53,48,Average,-26.27,Monika Pai,Average,Average,Low Risk,No
RN1626,51.39,78.57,30.23,71.7,63.16,49,Average,-8.54,Umesh Pradhan,Average,Average,Low Risk,No
RN0729,51.4,88.89,19.57,67.92,68.42,47,Average,0.5,Diya Kapoor,Average,Average,Low Risk,No
RN0566,51.41,78.72,25.49,66.04,68.42,49,Average,2.38,Gauri Ray,Average,Good,Low Risk,No
RN1174,51.41,86.89,16.67,45.28,49.06,46,Average,3.77,Utkarsh Nair,Average,Good,Low Risk,No
RN1710,51.42,79.07,25.0,43.4,47.37,48,Average,3.97,Kamal Khanna,Average,Average,Low Risk,No
RN0785,51.43,73.33,17.5,48.94,65.79,49,Average,16.85,Riya Banerjee,Average,Good,Low Risk,No
RN1484,51.47,84.21,25.0,49.06,36.84,50,Average,-12.21,Poonam Gupta,Average,Average,Low Risk,No
RN1330,51.53,74.42,30.77,47.17,55.26,49,Average,8.09,Aniruddh Gill,Average,Good,Low Risk,No
RN0195,51.56,74.36,23.73,71.7,55.26,49,Average,-16.43,Mayank Shenoy,Average,Good,Low Risk,No
RN0935,51.58,76.74,26.67,56.6,57.89,45,Average,1.29,Rohan Patel,Average,Average,Low Risk,No
RN1091,51.71,76.92,21.15,64.15,31.58,46,Average,-32.57,Yamini Mallya,Average,Good,Low Risk,No
RN0031,51.72,84.44,23.21,67.92,57.89,49,Average,-10.03,Vandana Dhillon,Average,Good,Low Risk,No
RN1110,51.75,86.79,21.57,86.79,52.63,48,Average,-34.16,Deepika Pandey,Average,Good,Low Risk,No
RN0006,51.81,80.7,23.4,33.96,60.53,49,Average,26.56,Varun Mehta,Average,Average,Low Risk,No
RN1161,51.89,77.27,27.27,56.6,71.05,45,Average,14.45,Komal Mehta,Average,Average,Low Risk,No
RN0721,51.92,83.72,19.05,45.28,57.89,47,Average,12.61,Isha Rai,Average,Good,Low Risk,No
RN1241,51.96,84.62,20.0,43.4,50.0,49,Average,6.6,Chitra Hegde,Average,Good,Low Risk,No
RN0276,52.03,76.74,26.19,56.6,47.37,47,Average,-9.24,Aditya Naik,Average,Good,Low Risk,No
RN1821,52.03,86.84,23.08,62.26,86.84,49,Average,24.58,Juhi Naik,Average,Good,Low Risk,No
RN1252,52.09,82.22,20.51,58.49,57.89,47,Average,-0.6,Arjun Menon,Average,Good,Low Risk,No
RN1598,52.09,79.25,27.12,79.25,50.0,48,Average,-29.25,Yamini Chatterjee,Average,Good,Low Risk,No
RN0303,52.1,82.22,23.08,35.85,71.05,47,Average,35.2,Vineet Sen,Average,Average,Low Risk,No
RN1849,52.11,75.0,21.43,43.4,50.0,49,Average,6.6,Shreya Mehta,Average,Average,Low Risk,No
RN0330,52.12,86.67,32.14,64.15,73.68,47,Average,9.53,Hina Pandey,Average,Good,Low Risk,No
RN1516,52.13,80.85,22.03,41.51,60.53,46,Average,19.02,Suhas Joshi,Average,Average,Low Risk,No
RN0578,52.17,84.09,15.69,66.04,65.79,49,Average,-0.25,Pari Pradhan,Average,Good,Low Risk,No
RN1406,52.17,71.15,20.51,60.38,44.74,49,Average,-15.64,Sachin Gowda,Average,Good,Low Risk,No
RN0759,52.23,76.32,25.49,67.92,76.32,49,Average,8.39,Suman Mishra,Average,Good,Low Risk,No
RN0872,52.25,79.55,11.11,50.94,60.53,48,Average,9.58,Charu Murthy,Average,Good,Low Risk,No
RN1955,52.25,89.8,22.22,67.92,60.53,49,Average,-7.4,Nidhi Gupta,Average,Average,Low Risk,No
RN1045,52.26,73.68,14.89,67.92,73.68,49,Average,5.76,Dinesh Naik,Average,Good,Low Risk,No
RN1186,52.31,78.43,7.69,67.92,55.26,48,Average,-12.66,Suman Naik,Average,Good,Low Risk,No
RN1839,52.32,77.78,27.45,58.49,39.47,47,Average,-19.02,Divya Prabhu,Average,Average,Low Risk,No
RN1336,52.4,78.72,15.69,50.94,60.53,50,Average,9.58,Aditi Shenoy,Average,Good,Low Risk,No
RN1385,52.4,71.43,28.57,54.72,50.0,45,Average,-4.72,Amita Bhat,Average,Good,Low Risk,No
RN0933,52.42,85.42,13.73,79.25,47.37,50,Average,-31.88,Tanya Dutta,Average,Average,Low Risk,No
RN1858,52.43,74.51,23.53,64.15,50.0,46,Average,-14.15,Nandini Joshi,Average,Good,Low Risk,No
RN0720,52.44,82.22,25.0,69.81,50.0,45,Average,-19.81,Gaurav Kulkarni,Average,Good,Low Risk,No
RN0832,52.47,77.78,27.45,66.04,63.16,49,Average,-2.88,Inder Bose,Average,Good,Low Risk,No
RN1383,52.48,82.05,19.61,45.28,76.32,49,Average,31.03,Radhika Sen,Average,Good,Low Risk,No
RN0999,52.53,88.37,21.05,67.92,47.17,48,Average,-20.75,Lata Banerjee,Average,Good,Low Risk,No
RN0069,52.55,89.47,30.51,67.92,89.47,45,Average,21.55,Priya Acharya,Average,Good,Low Risk,No
RN1995,52.59,79.07,17.5,50.94,52.63,46,Average,1.69,Akash Mallya,Average,Good,Low Risk,No
RN0212,52.62,84.62,23.53,50.94,50.0,47,Average,-0.94,Girish Shenoy,Average,Good,Low Risk,No
RN0725,52.65,90.91,22.22,81.13,47.37,48,Average,-33.76,Kavya Mukherjee,Average,Good,Low Risk,No
RN0309,52.67,93.33,24.07,37.74,60.53,49,Average,22.79,Rajat Jain,Average,Good,Low Risk,No
RN0127,52.7,76.74,23.4,60.38,57.89,49,Average,-2.48,Komal Tiwari,Average,Average,Low Risk,No
RN1255,52.71,78.43,25.4,73.58,73.68,50,Average,0.1,Amita Kulkarni,Average,Average,Low Risk,No
RN0598,52.74,75.0,32.5,43.4,52.63,46,Average,9.24,Radhika Mallya,Average,Average,Low Risk,No
RN0050,52.82,86.44,15.69,58.49,60.53,45,Average,2.04,Raman Kamath,Average,Good,Low Risk,No
RN0493,52.84,79.63,28.26,69.81,42.11,50,Average,-27.71,Harini Mehta,Average,Good,Low Risk,No
RN0766,52.84,81.4,32.73,75.47,42.11,46,Average,-33.37,Pooja Deshmukh,Average,Average,Low Risk,No
RN1735,52.87,81.82,21.31,69.81,65.79,48,Average,-4.02,Nidhi Verma,Average,Average,Low Risk,No
RN0625,52.88,80.77,31.91,49.06,55.26,48,Average,6.21,Vidya Bhat,Average,Good,Low Risk,No
RN0769,52.88,82.22,20.51,77.36,60.53,48,Average,-16.83,Anuj Shenoy,Average,Average,Low Risk,No
RN0831,52.91,73.81,26.23,67.92,65.79,50,Average,-2.14,Ojaswini Pandey,Average,Average,Low Risk,No
RN1600,52.91,76.19,25.64,71.7,57.89,50,Average,-13.8,Tejaswini Sen,Average,Good,Low Risk,No
RN0207,52.94,85.45,26.79,71.7,42.11,48,Average,-29.59,Tanya Gill,Average,Good,Low Risk,No
RN0476,52.94,85.25,22.73,60.38,44.74,48,Average,-15.64,Diya Choudhury,Average,Good,Low Risk,No
RN1461,52.95,72.73,29.63,47.17,71.05,47,Average,23.88,Sunil Banerjee,Average,Good,Low Risk,No
RN1988,52.96,90.7,28.3,50.94,52.63,50,Average,1.69,Saanvi Acharya,Average,Good,Low Risk,No
RN1908,52.97,93.18,23.81,60.38,52.63,47,Average,-7.75,Pari Mishra,Average,Good,Low Risk,No
RN1286,52.99,79.17,25.64,41.51,65.79,48,Average,24.28,UrVashi Chatterjee,Average,Good,Low Risk,No
RN0156,53.01,87.27,25.53,75.47,55.26,50,Average,-20.21,Ritu Shetty,Average,Good,Low Risk,No
RN1018,53.03,88.37,25.53,71.7,71.05,48,Average,-0.65,Charu Jain,Average,Good,Low Risk,No
RN1846,53.03,80.0,28.81,56.6,63.16,50,Average,6.55,Ganesh Gupta,Average,Good,Low Risk,No
RN0937,53.1,89.74,18.64,56.6,68.42,50,Average,11.82,Chitra Kapoor,Average,Good,Low Risk,No
RN0987,53.12,85.11,14.63,60.38,58.49,48,Average,-1.89,Pankaj Nair,Average,Good,Low Risk,No
RN1937,53.14,81.63,26.09,45.28,71.05,44,Average,25.77,Gagan Verma,Average,Good,Low Risk,No
RN1182,53.15,85.71,30.77,64.15,57.89,49,Average,-6.26,Chetan Sinha,Average,Good,Low Risk,No
RN1852,53.16,83.72,17.95,66.04,50.0,48,Average,-16.04,Prisha Gupta,Average,Good,Low Risk,No
RN1604,53.17,78.72,12.82,56.6,34.21,49,Average,-22.39,Meera Mehra,Average,Good,Low Risk,No
RN0591,53.22,92.98,28.21,58.49,57.89,48,Average,-0.6,Naveen Reddy,Average,Good,Low Risk,No
RN0140,53.26,78.72,23.91,69.81,73.68,50,Average,3.87,Ananya Nayak,Average,Good,Low Risk,No
RN1961,53.26,83.33,21.28,66.04,76.32,48,Average,10.28,Suhas Chawla,Average,Good,Low Risk,No
RN1278,53.3,89.29,20.0,81.13,26.32,48,Average,-54.82,Payal Mallya,Average,Average,Low Risk,No
RN1927,53.31,72.34,21.28,54.72,68.42,49,Average,13.7,Yamini Tiwari,Average,Good,Low Risk,No
RN0400,53.32,86.84,23.64,54.72,78.95,49,Average,24.23,Nandini Gowda,Average,Good,Low Risk,No
RN0750,53.32,86.79,14.89,86.79,68.42,47,Average,-18.37,Amita Singh,Average,Average,Low Risk,No
RN0534,53.33,84.21,28.21,50.94,84.21,47,Average,33.27,Riya Bhat,Average,Good,Low Risk,No
RN1938,53.33,80.0,29.55,51.11,71.05,46,Average,19.94,Karan Verma,Average,Good,Low Risk,No
RN1270,53.34,91.84,20.37,43.4,55.26,47,Average,11.87,Riya Joshi,Average,Good,Low Risk,No
RN1143,53.35,75.0,25.0,49.06,65.79,47,Average,16.73,Dev Iyer,Average,Good,Low Risk,No
RN1896,53.37,76.92,19.61,50.94,63.16,48,Average,12.21,Malini Iyer,Average,Good,Low Risk,No
RN1060,53.39,73.68,22.64,22.64,73.68,50,Average,51.04,Hemant Anand,Average,Good,Low Risk,No
RN0030,53.4,81.4,25.49,54.72,31.58,48,Average,-23.14,Tejaswini Malhotra,Average,Good,Low Risk,No
RN0533,53.42,88.89,27.5,52.83,71.05,48,Average,18.22,Chetan Menon,Average,Good,Low Risk,No
RN0646,53.43,95.35,23.81,69.81,55.26,48,Average,-14.55,Heena Hegde,Average,Good,Low Risk,No
RN0915,53.48,81.4,21.57,77.36,60.53,49,Average,-16.83,Lokesh Murthy,Average,Good,Low Risk,No
RN1083,53.48,77.78,25.58,58.49,63.16,47,Average,4.67,Girish Sinha,Average,Good,Low Risk,No
RN0965,53.49,83.02,23.08,83.02,76.32,49,Average,-6.7,Vaishnavi Nayak,Average,Good,Low Risk,No
RN1044,53.49,88.89,23.64,75.47,65.79,50,Average,-9.68,Vaishnavi Pai,Average,Good,Low Risk,No
RN1662,53.49,80.0,19.61,67.92,42.11,48,Average,-25.82,Amita Nayak,Average,Good,Low Risk,No
RN0986,53.52,82.98,23.26,69.81,47.37,49,Average,-22.44,Utkarsh Pillai,Average,Good,Low Risk,No
RN1136,53.58,82.35,23.08,58.49,65.79,46,Average,7.3,Amit Mehta,Average,Good,Low Risk,No
RN1977,53.58,94.34,20.51,56.6,52.63,49,Average,-3.97,Utkarsh Hegde,Average,Average,Low Risk,No
RN0361,53.66,85.25,20.51,62.26,44.74,49,Average,-17.53,Brijesh Jain,Average,Good,Low Risk,No
RN1956,53.67,78.57,30.23,56.6,52.63,49,Average,-3.97,Akash Chawla,Average,Good,Low Risk,No
RN0413,53.71,82.05,17.86,64.15,55.26,47,Average,-8.89,Prisha Das,Average,Good,Low Risk,No
RN1170,53.75,84.09,25.0,60.38,47.37,50,Average,-13.01,Tejaswini Jain,Average,Good,Low Risk,No
RN1654,53.77,86.89,27.78,66.04,42.11,45,Average,-23.93,Gagan Chawla,Average,Good,Low Risk,No
RN0385,53.78,75.0,30.16,66.04,60.53,45,Average,-5.51,Vineet Roy,Average,Good,Low Risk,No
RN0698,53.8,78.43,20.51,43.4,71.05,49,Average,27.66,Yamini Prabhu,Average,Good,Low Risk,No
RN0946,53.85,85.71,30.43,62.26,54.72,45,Average,-7.55,Ojaswini Dutta,Average,Good,Low Risk,No
RN0798,53.86,82.05,20.63,58.49,57.89,49,Average,-0.6,Rohan Ray,Average,Good,Low Risk,No
RN0008,53.88,81.13,25.53,81.13,71.05,48,Average,-10.08,Aditi Rao,Average,Good,Low Risk,No
RN0064,53.89,81.48,21.82,62.26,65.79,50,Average,3.53,Ishita Jain,Average,Good,Low Risk,No
RN1549,53.97,86.67,17.02,45.28,55.26,47,Average,9.98,Yamini Pandey,Average,Good,Low Risk,No
RN0895,53.98,80.0,28.21,43.4,63.16,49,Average,19.76,Manoj Prasad,Average,Good,Low Risk,No
RN0665,53.99,81.82,18.52,49.06,63.16,48,Average,14.1,Riya Mallya,Average,Good,Low Risk,No
RN1647,54.01,82.5,17.95,39.62,52.63,47,Average,13.01,Alok Bose,Average,Good,Low Risk,No
RN1307,54.02,89.83,17.46,62.26,44.74,48,Average,-17.53,Nitin Chawla,Average,Average,Low Risk,No
RN0495,54.03,80.0,21.74,56.6,75.47,47,Average,18.87,Rashmi Verma,Average,Average,Low Risk,No
RN1007,54.03,78.43,23.4,47.17,57.89,48,Average,10.72,Mansi Mallya,Average,Good,Low Risk,No
RN1806,54.06,76.19,29.41,47.17,55.26,48,Average,8.09,Vikram Joshi,Average,Good,Low Risk,No
RN0529,54.07,85.42,16.67,79.25,68.42,47,Average,-10.82,Abha Mishra,Average,Good,Low Risk,No
RN0232,54.09,83.64,25.49,69.81,68.42,50,Average,-1.39,Tejas Bhat,Average,Good,Low Risk,No
RN0583,54.11,83.72,30.0,71.7,60.53,48,Average,-11.17,Pankaj Chawla,Average,Good,Low Risk,No
RN0531,54.12,82.69,28.57,75.47,68.42,49,Average,-7.05,Aadhya Hegde,Average,Good,Low Risk,No
RN1297,54.16,76.47,16.95,45.28,55.26,48,Average,9.98,Ritu Rai,Average,Good,Low Risk,No
RN0482,54.19,87.18,16.36,47.17,60.53,48,Average,13.36,Pankaj Hegde,Average,Good,Low Risk,No
RN0067,54.2,75.56,27.78,64.15,42.11,49,Average,-22.05,Ipshita Kulkarni,Average,Good,Low Risk,No
RN0765,54.2,78.85,13.16,42.55,55.26,46,Average,12.71,Isha Mehta,Average,Good,Low Risk,No
RN0889,54.24,81.4,11.36,75.47,55.26,49,Average,-20.21,Deepak Anand,Average,Good,Low Risk,No
RN1592,54.24,84.09,25.42,56.6,31.58,48,Average,-25.02,Payal Verma,Average,Good,Low Risk,No
RN1208,54.27,80.0,27.5,67.92,73.68,49,Average,5.76,Anjali Jain,Average,Good,Low Risk,No
RN0813,54.28,93.02,26.42,77.36,68.42,50,Average,-8.94,Payal Hegde,Average,Good,Low Risk,No
RN1619,54.3,78.72,27.66,45.28,63.16,49,Average,17.87,Khushi Mallya,Average,Average,Low Risk,No
RN0675,54.31,75.61,26.67,54.72,42.11,48,Average,-12.61,Jyothi Sinha,Average,Good,Low Risk,No
RN1105,54.33,81.36,13.95,56.6,55.26,49,Average,-1.34,Meera Dhillon,Average,Good,Low Risk,No
RN0427,54.35,82.05,23.4,69.81,55.26,46,Average,-14.55,Malini Kulkarni,Average,Good,Low Risk,No
